ID	TRAD	SIMP	IPA	JYUTPING	EXPL	NOTE	LEVEL
3352	纖	纤	tʃʰim53	cim1			1
3353	約	约	jiɐk3	jiak2			1
3354	級	级	kʰɐp3	kap2			1
3355	紀	纪	ki33	gi2			1
3356	紉	纫	ȵɐn22	njan6			1
3357	緯	纬	wɐi33	wai2			1
3358	純	纯	ʃɐn21	san4			1
3359	紗	纱	ʃa53	saa1			1
3360	綱	纲	kaŋ53	gaang1			1
3361	納	纳	nap24	naap5			1
3362	縱	纵	tʃœŋ55	zoeng3	放縱		1
3363	縱	纵	tʃœŋ53	zoeng1	縱橫		1
3364	紛	纷	fɐn53	fan1			1
3365	紙	纸	tʃi33	zi2			1
3366	紋	纹	fɐn21	fan4		(老派)	1
3367	紋	纹	mɐn21	man4			1
3368	紡	纺	foŋ33	fung2			1
3369	紐	纽	nɐu33	nau2			1
3370	綫	线	ɬin55	slin3			1
3371	線	线	ɬin55	slin3			1
3372	練	练	lin22	lin6			1
3373	組	组	tʃu33	zu2			1
3374	紳	绅	ʃɐn53	san1			1
3375	細	细	ɬɐi55	slai3			1
3376	織	织	tʃek3	zik2			1
3377	終	终	tʃœŋ53	zoeng1			1
3378	絆	绊	pun24	bun5			1
3379	紹	绍	ʃiu22	siu6			1
3380	繹	绎	jek24	jik5			1
3381	經	经	keŋ53	ging1			1
3382	綁	绑	paŋ33	baang2			1
3383	絨	绒	jœŋ21	joeng4			1
3384	結	结	kit3	git2		(又)	1
3385	結	结	kyt3	gyut2			1
3386	繞	绕	jiu24	jiu5			1
3387	繪	绘	wɐi22	wai6			1
3388	給	给	kʰɐp3	kap2			1
3389	絢	绚	ɬɐn21	slan4		(又)	1
3390	絢	绚	hyn55	hyun3			1
3391	絡	络	lak3	laak2			1
3392	絕	绝	tʃyt2	zyut6			1
3393	絞	绞	kau33	gaau2		(文)	1
3394	絞	绞	kɛu33	geu2		(白)	1
3395	統	统	tʰœŋ33	toeng2			1
3396	絹	绢	kyn53	gyun1		(又)	1
3397	絹	绢	kyn55	gyun3			1
3398	綉	绣	ɬɐu55	slau3			1
3399	繡	绣	ɬɐu55	slau3			1
3400	繼	继	ki55	gi3			1
3401	績	绩	tʃek3	zik2			1
3402	緒	绪	ɬy55	slyu3			1
3403	續	续	tʃœk2	zoek6			1
3404	綽	绰	tʃʰiɐk3	ciak2			1
3405	繩	绳	ʃeŋ21	sing4			1
3406	維	维	wɐi21	wai4			1
3407	綿	绵	min21	min4			1
3408	綳	绷	mɐŋ55	mang3		(又)	1
3409	綳	绷	pɐŋ55	bang3		(又)	1
3410	綳	绷	pɐŋ53	bang1	同繃字		1
3411	繃	绷	mɐŋ55	mang3	癒合；繃緊，與擘對轉，又作絣字	(語)	1
3412	繃	绷	pɐŋ55	bang3	脹～～，脹鼓鼓	(語)	1
3413	繃	绷	pɐŋ53	bang1	繃帶		1
3414	綢	绸	tʃɐu21	zau4			1
3415	綜	综	tʃœŋ53	zoeng1			1
3416	綻	绽	tʃan22	zaan6			1
3417	綠	绿	lœk24	loek5			1
3418	綴	缀	tʃui22	zui6		(又)	1
3419	綴	缀	tʃui55	zui3			1
3420	緬	缅	min24	min5			1
3421	纜	缆	lam22	laam6			1
3422	緝	缉	tʃʰɐp3	cap2			1
3423	緞	缎	tun22	dun6			1
3424	緩	缓	wan33	waan2		(又)	1
3425	緩	缓	wun24	wun5			1
3426	締	缔	tʰɐi55	tai3		(又)	1
3427	締	缔	tɐi55	dai3			1
3428	縷	缕	lɐu24	lau5		(又)	1
3429	縷	缕	ly24	lyu5			1
3430	編	编	pin53	bin1		(又)	1
3431	編	编	pʰin53	pin1			1
3432	緣	缘	jyn21	jyun4			1
3433	縛	缚	pok3	buk2		(又)	1
3434	縛	缚	fok2	fuk6			1
3435	縫	缝	fœŋ21	foeng4	縫補		1
3436	縫	缝	fœŋ22	foeng6	裂縫		1
3437	纏	缠	tʃin21	zin4			1
3438	繽	缤	pɐn53	ban1			1
3439	縮	缩	ʃœk3	soek2			1
3440	繚	缭	liu21	liu4			1
3441	繮	缰	kiɐŋ53	giang1		(又)	1
3442	繮	缰	kʰiɐŋ53	kiang1			1
3443	韁	缰	kiɐŋ53	giang1		(又)	1
3444	韁	缰	kʰiɐŋ53	kiang1			1
3445	繳	缴	kiu33	giu2			1
3446	缸	缸	kaŋ53	gaang1			1
3447	缺	缺	kʰyt3	kyut2			1
3448	罐	罐	kun55	gun3			1
3449	網	网	moŋ24	mung5			1
3450	网	网	moŋ24	mung5			1
3451	罕	罕	han33	haan2			1
3452	羅	罗	lo21	lo4			1
3453	罰	罚	fat2	faat6			1
3454	罷	罢	pa22	baa6			1
3455	罩	罩	tʃau55	zaau3			1
3456	罪	罪	tʃui22	zui6			1
3457	置	置	tʃi55	zi3			1
3458	署	署	ʃy24	syu5			1
3459	羊	羊	jiɐŋ21	jiang4			1
3460	美	美	mɐi24	mai5			1
3461	羔	羔	kau53	gaau1			1
3462	羚	羚	leŋ21	ling4			1
3463	羞	羞	ɬɐu53	slau1			1
3464	羡	羡	ɬin55	slin3			1
3465	羨	羡	ɬin55	slin3			1
3466	羣	群	kʷɐn21	gwan4			1
3467	群	群	kʷɐn21	gwan4			1
3468	羹	羹	kiɐŋ53	giang1			1
3469	羽	羽	jy24	jyu5			1
3470	翁	翁	jœŋ53	joeng1		(又)	1
3471	翁	翁	∅œŋ53	oeng1			1
3472	翅	翅	tʃʰi55	ci3			1
3473	翔	翔	tʃiɐŋ21	ziang4			1
3474	翹	翘	kʰɛu55	keu3	乾～～，乾貌	(語)	1
3475	翹	翘	kʰɛu21	keu4	硬～～，乾硬貌；～翹[kʰɛu55]，死亡	(語)	1
3476	翹	翘	kɛu21	geu4	（木板）彎曲變形，本字喬	(語)	1
3477	翹	翘	hɛu53	heu1	～腳		1
3478	翹	翘	kiu21	giu4	銀～，～首		1
3479	翠	翠	tʃʰui55	cui3			1
3480	翩	翩	pʰin53	pin1			1
3481	翰	翰	han22	haan6			1
3482	翻	翻	pʰɛn53	pen1		(語)	1
3483	翻	翻	mɛn53	men1		(語)	1
3484	翻	翻	fan53	faan1			1
3485	翼	翼	jek24	jik5			1
3486	耀	耀	jiu22	jiu6			1
3487	老	老	lau24	laau5			1
3488	攷	考	kʰau33	kaau2	同考字		1
3489	考	考	kʰau33	kaau2			1
3490	者	者	tʃe33	ze2			1
3491	而	而	∅œ21	oe4	而且	(文)	1
3492	而	而	ji21	ji4	而今	(白)	1
3493	耍	耍	ʃa33	saa2			1
3494	耐	耐	nai22	naai6			1
3495	耕	耕	kiɐŋ53	giang1			1
3496	耗	耗	hau55	haau3			1
3497	耘	耘	wɐn21	wan4			1
3498	耙	耙	pa21	baa4			1
3499	耳	耳	ȵi24	nji5			1
3500	聳	耸	ɬœŋ33	sloeng2	聳立；<語>骨～，骨殖罐		1
3501	恥	耻	tʃʰi33	ci2			1
3502	耽	耽	tam53	daam1			1
3503	耿	耿	kɐŋ33	gang2	耿直；<語>古～，古板	(又)	1
3504	耿	耿	kiɐŋ55	giang3	表程度，箇樣的合音，又作梗/更字	(語)	1
3505	耿	耿	kiɐŋ33	giang2			1
3506	聶	聂	nip24	nip5			1
3507	聆	聆	leŋ21	ling4			1
3508	聊	聊	liu21	liu4			1
3509	聾	聋	lœŋ21	loeng4			1
3510	職	职	tʃek3	zik2			1
3511	聯	联	lim21	lim4		(又)	1
3512	聯	联	lin21	lin4	聯繫，聯合	(又)	1
3513	聯	联	lyn21	lyun4	聯繫，聯合；<語>縫製，疑本字繗		1
3514	聘	聘	pʰeŋ55	ping3			1
3515	聚	聚	tʃy22	zyu6			1
3516	聰	聪	tʃʰœŋ53	coeng1			1
3517	肅	肃	ɬœk3	sloek2			1
3518	肆	肆	ɬi55	sli3	四字的大寫		1
3519	肆	肆	ʃi55	si3	放肆		1
3520	肇	肇	ʃiu22	siu6			1
3521	肉	肉	ȵœk24	njoek5			1
3522	肋	肋	lɐk24	lak5			1
3523	肌	肌	ki53	gi1			1
3524	肖	肖	tʃʰiu55	ciu3	生肖，肖像		1
3525	肖	肖	ɬiu53	sliu1	姓，蕭字俗寫		1
3526	肘	肘	tʃɐu33	zau2			1
3527	肚	肚	tu24	du5			1
3528	肛	肛	kaŋ53	gaang1			1
3529	肝	肝	kan53	gaan1			1
3530	腸	肠	tʃiɐŋ21	ziang4			1
3531	股	股	ku33	gu2			1
3532	肢	肢	tʃi53	zi1			1
3533	膚	肤	fu53	fu1			1
3534	肥	肥	fi21	fi4			1
3535	肩	肩	kin53	gin1		(又)	1
3536	肩	肩	kyn53	gyun1			1
3537	肪	肪	foŋ53	fung1			1
3538	肮	肮	∅aŋ53	aang1			1
3539	骯	肮	∅aŋ53	aang1			1
3540	肯	肯	hɐŋ33	hang2			1
3541	育	育	ȵœk24	njoek5			1
3542	肴	肴	ŋau21	ngaau4			1
3543	餚	肴	ŋau21	ngaau4			1
3544	肺	肺	fi55	fi3			1
3545	腎	肾	ʃɐn24	san5			1
3546	腫	肿	tʃœŋ33	zoeng2			1
3547	脹	胀	tʃiɐŋ55	ziang3			1
3548	脅	胁	hip3	hip2			1
3549	胃	胃	wɐi22	wai6			1
3550	膽	胆	tam33	daam2			1
3551	背	背	pɐi55	bai3	～時，倒楣，官話借詞，又作閉時	(語)	1
3552	背	背	pui22	bui6	背書		1
3553	背	背	pui55	bui3	背脊		1
3554	胎	胎	tʰai53	taai1			1
3555	胖	胖	pʰaŋ55	paang3	肥胖，本字肨	(又)	1
3556	胖	胖	pun24	bun5	肥胖		1
3557	胖	胖	pun21	bun4	心廣體胖		1
3558	胚	胚	pʰui53	pui1			1
3559	勝	胜	ʃeŋ55	sing3	勝利		1
3560	勝	胜	ʃeŋ53	sing1	勝任		1
3561	胜	胜	ʃeŋ55	sing3	同勝字		1
3562	胜	胜	ʃeŋ53	sing1	同勝字		1
3563	胞	胞	pau53	baau1			1
3564	胡	胡	hu21	hu4			1
3565	衚	胡	hu21	hu4			1
3566	鬍	胡	hu21	hu4			1
3567	朧	胧	lœŋ21	loeng4			1
3568	胰	胰	ji21	ji4			1
3569	胳	胳	kak3	gaak2	胳肋底，胳臂		1
3570	膠	胶	kau53	gaau1		(文)	1
3571	膠	胶	kɛu53	geu1		(白)	1
3572	胸	胸	hœŋ53	hoeng1			1
3573	能	能	nɐŋ21	nang4			1
3574	脂	脂	tʃi53	zi1			1
3575	脆	脆	tʃʰui55	cui3			1
3576	脈	脉	miɐk24	miak5			1
3577	脉	脉	miɐk24	miak5			1
3578	脊	脊	tʃek3	zik2			1
3579	臟	脏	tʃaŋ22	zaang6			1
3580	髒	脏	tʃaŋ53	zaang1			1
3581	臍	脐	tʃɐi21	zai4			1
3582	腦	脑	nau24	naau5			1
3583	膿	脓	nœŋ21	noeng4			1
3584	脖	脖	put2	but6			1
3585	腳	脚	kiɐk3	giak2			1
3586	脯	脯	pʰu33	pu2	果脯		1
3587	脯	脯	pu21	bu4	胸脯		1
3588	脫	脱	tʰut3	tut2			1
3589	脱	脱	tʰut3	tut2			1
3590	臉	脸	lim24	lim5			1
3591	脾	脾	pi21	bi4			1
3592	腊	腊	lap24	laap5	同臘字		1
3593	腊	腊	ɬek3	slik2	乾肉		1
3594	臘	腊	lap24	laap5			1
3595	腋	腋	jek24	jik5			1
3596	腐	腐	fu22	fu6			1
3597	腔	腔	kʰiɐŋ53	kiang1			1
3598	腕	腕	wun33	wun2			1
3599	腥	腥	ɬeŋ53	sling1			1
3600	腮	腮	ɬai53	slaai1			1
3601	腰	腰	jiu53	jiu1			1
3602	腹	腹	fœk3	foek2			1
3603	腺	腺	ɬin55	slin3			1
3604	膩	腻	nɐi22	nai6			1
3605	騰	腾	tɐŋ21	dang4			1
3606	腿	腿	tʰui33	tui2			1
3607	膀	膀	paŋ33	baang2	肩膀		1
3608	膀	膀	paŋ21	baang4	膀胱		1
3609	膊	膊	pok3	buk2			1
3610	膏	膏	kau53	gaau1			1
3611	膛	膛	taŋ21	daang4			1
3612	膜	膜	mœk24	moek5	薄膜		1
3613	膜	膜	mo21	mo4	膜拜		1
3614	膝	膝	ɬɐt3	slat2			1
3615	膨	膨	pɐŋ21	bang4			1
3616	臀	臀	tɐn21	dan4			1
3617	臂	臂	pi55	bi3			1
3618	臊	臊	ɬau53	slaau1	臊味		1
3619	臊	臊	ɬau55	slaau3	害臊		1
3620	臣	臣	tʃɐn21	zan4			1
3621	自	自	tʃi22	zi6			1
3622	臭	臭	tʃʰɐu55	cau3			1
3623	至	至	tʃi55	zi3			1
3624	緻	致	tʃi55	zi3			1
3625	致	致	tʃi55	zi3			1
3626	臼	臼	kɐu24	gau5			1
3627	舀	舀	jiu24	jiu5			1
3628	舅	舅	kɐu24	gau5			1
3629	輿	舆	jy21	jyu4			1
3630	舌	舌	ʃit2	sit6			1
3631	捨	舍	ʃe33	se2			1
3632	舍	舍	ʃi55	si3	隔籬鄰舍	(白)	1
3633	舍	舍	ʃe33	se2	同捨字		1
3634	舍	舍	ʃe55	se3	宿舍		1
3635	舒	舒	ʃy53	syu1			1
3636	舔	舔	lɛm24	lem5	又作舐字	(語)	1
3637	舔	舔	kɛm24	gem5	又作䭑字	(語)	1
3638	舔	舔	tʰim33	tim2			1
3639	舞	舞	fu24	fu5		(老派)	1
3640	舞	舞	mu24	mu5			1
3641	舟	舟	tʃɐu53	zau1			1
3642	航	航	haŋ21	haang4			1
3643	般	般	pun53	bun1			1
3644	艦	舰	lam22	laam6			1
3645	艙	舱	tʃʰaŋ53	caang1			1
3646	舵	舵	ta24	daa5		(白)	1
3647	舵	舵	tai24	daai5	俗字舦	(白)	1
3648	舵	舵	to22	do6			1
3649	舶	舶	pok2	buk6		(文)	1
3650	舶	舶	pʰiɐk3	piak2		(白)	1
3651	船	船	ʃyn21	syun4			1
3652	艇	艇	tiɐŋ24	diang5		(又)	1
3653	艇	艇	teŋ24	ding5			1
3654	艘	艘	ɬɐu33	slau2			1
3655	良	良	liɐŋ21	liang4			1
3656	艱	艰	kan53	gaan1			1
3657	色	色	ʃek3	sik2			1
3658	艷	艳	jyn55	jyun3		(又)	1
3659	艷	艳	jin55	jin3		(又)	1
3660	艷	艳	jim22	jim6			1
3661	豔	艳	jyn55	jyun3		(又)	1
3662	豔	艳	jin55	jin3		(又)	1
3663	豔	艳	jim22	jim6			1
3664	藝	艺	ŋɐi22	ngai6		(又)	1
3665	藝	艺	ȵi22	nji6			1
3666	艾	艾	ŋai22	ngaai6			1
3667	節	节	tʃit3	zit2			1
3668	芋	芋	jy22	jyu6			1
3669	芒	芒	maŋ21	maang4	芒種		1
3670	芒	芒	maŋ53	maang1	芒（杧）果		1
3671	芙	芙	fu21	fu4			1
3672	蕪	芜	fu21	fu4		(老派)	1
3673	蕪	芜	mu21	mu4			1
3674	芝	芝	tʃi53	zi1			1
3675	芥	芥	kai55	gaai3			1
3676	蘆	芦	lu21	lu4			1
3677	芬	芬	fɐn53	fan1			1
3678	芭	芭	pa53	baa1			1
3679	芯	芯	ɬɐm53	slam1			1
3680	花	花	wa53	waa1			1
3681	芳	芳	foŋ53	fung1			1
3682	芹	芹	kɐn21	gan4			1
3683	芽	芽	ȵa21	njaa4			1
3684	葦	苇	wɐi21	wai4			1
3685	蒼	苍	tʃʰaŋ53	caang1			1
3686	囌	苏	ɬu53	slu1	嚕囌		1
3687	甦	苏	ɬu53	slu1	甦醒		1
3688	蘇	苏	ɬu53	slu1			1
3689	苑	苑	jyn33	jyun2			1
3690	苔	苔	tai21	daai4			1
3691	苗	苗	miu21	miu4			1
3692	苛	苛	kʰo53	ko1			1
3693	苞	苞	pau53	baau1			1
3694	苟	苟	kɐu33	gau2			1
3695	若	若	jiɐk24	jiak5	若是		1
3696	若	若	ȵe24	nje5	般若		1
3697	苦	苦	hu33	hu2			1
3698	英	英	∅eŋ53	ing1			1
3699	苹	苹	peŋ21	bing4			1
3700	蘋	苹	peŋ21	bing4	蘋果		1
3701	茁	茁	tʃat3	zaat2		(又)	1
3702	茁	茁	tʃyt3	zyut2			1
3703	茂	茂	mɐu22	mau6			1
3704	範	范	fan55	faan3			1
3705	范	范	fan55	faan3	姓		1
3706	茄	茄	ki21	gi4	茄瓜，茄子	(白)	1
3707	茄	茄	kʰe55	ke3	茄哩啡，龍套，英語carefree	(外)	1
3708	茄	茄	ke21	ge4	番茄		1
3709	茄	茄	ka53	gaa1	雪茄		1
3710	茅	茅	mau21	maau4			1
3711	茉	茉	mut24	mut5			1
3712	莖	茎	keŋ55	ging3			1
3713	繭	茧	kɛn33	gen2		(白)	1
3714	繭	茧	kan33	gaan2			1
3715	茧	茧	kɛn33	gen2		(白)	1
3716	茧	茧	kan33	gaan2			1
3717	茫	茫	maŋ21	maang4			1
3718	茬	茬	tʃa21	zaa4	麥茬		1
3719	茬	茬	tʃi21	zi4	草盛貌；姓		1
3720	茵	茵	∅ɐn53	an1			1
3721	茶	茶	tʃa21	zaa4			1
3722	茸	茸	jœŋ21	joeng4			1
3723	荊	荆	keŋ53	ging1			1
3724	草	草	tʃʰau33	caau2			1
3725	騲	草	tʃʰau33	caau2			1
3726	荐	荐	tʃin55	zin3			1
3727	薦	荐	tʃin55	zin3			1
3728	荒	荒	hoŋ53	hung1			1
3729	荔	荔	lɐi22	lai6			1
3730	盪	荡	laŋ24	laang5	漱、涮洗，俗字𠺘/𠻴	(語)	1
3731	盪	荡	taŋ22	daang6			1
3732	蕩	荡	taŋ22	daang6			1
3733	榮	荣	jœŋ21	joeng4			1
3734	葷	荤	wɐn53	wan1			1
3735	熒	荧	jeŋ21	jing4			1
3736	廕	荫	jɐm55	jam3			1
3737	蔭	荫	jɐm55	jam3	蔭庇，蔭涼		1
3738	蔭	荫	jɐm53	jam1	樹蔭		1
3739	葯	药	jiɐk3	jiak2	白芷		1
3740	葯	药	jiɐk24	jiak5	同藥字		1
3741	藥	药	jiɐk24	jiak5			1
3742	荷	荷	ho21	ho4	薄荷，荷花		1
3743	荷	荷	ho22	ho6	荷載		1
3744	莉	莉	li22	li6			1
3745	莫	莫	mœk24	moek5			1
3746	萊	莱	lai21	laai4			1
3747	蓮	莲	lin21	lin4			1
3748	獲	获	wiɐk2	wiak6			1
3749	穫	获	wiɐk2	wiak6			1
3750	瑩	莹	weŋ21	wing4			1
3751	鶯	莺	∅eŋ53	ing1			1
3752	莽	莽	maŋ24	maang5			1
3753	菇	菇	ku53	gu1			1
3754	菊	菊	kœk3	goek2			1
3755	菌	菌	kʷɐn24	gwan5			1
3756	菜	菜	tʃʰai55	caai3			1
3757	菠	菠	po53	bo1			1
3758	菩	菩	pu21	bu4			1
3759	菱	菱	leŋ21	ling4			1
3760	菲	菲	fi53	fi1	芳菲		1
3761	菲	菲	fi33	fi2	菲薄		1
3762	萄	萄	tau21	daau4			1
3763	萌	萌	mɐŋ21	mang4			1
3764	萍	萍	peŋ21	bing4			1
3765	萎	萎	wɐi33	wai2			1
3766	蘿	萝	lo21	lo4			1
3767	螢	萤	jeŋ21	jing4			1
3768	營	营	weŋ21	wing4			1
3769	蕭	萧	ɬiu53	sliu1			1
3770	薩	萨	ɬat3	slaat2			1
3771	落	落	lɐk3	lak2	～來，下來	(語)	1
3772	落	落	lai24	laai5	～尿，又作攋/瀨字	(語)	1
3773	落	落	lak24	laak5	～雨，下雨		1
3774	著	著	tʃy55	zyu3	著作		1
3775	著	著	tʃiɐk3	ziak2	著衫		1
3776	著	著	tʃiɐk2	ziak6	睡著		1
3777	葛	葛	kɛt3	get2		(老派)	1
3778	葛	葛	kat3	gaat2			1
3779	葡	葡	pu21	bu4			1
3780	董	董	tœŋ33	doeng2			1
3781	葫	葫	hu21	hu4			1
3782	葬	葬	tʃaŋ55	zaang3			1
3783	葱	葱	tʃʰœŋ53	coeng1			1
3784	蔥	葱	tʃʰœŋ53	coeng1			1
3785	葵	葵	kʷɐi21	gwai4			1
3786	蒂	蒂	tɐi55	dai3			1
3787	蔣	蒋	tʃiɐŋ33	ziang2			1
3788	懞	蒙	mœŋ24	moeng5	同懵字		1
3789	懞	蒙	mœŋ21	moeng4	同蒙字，遮蓋		1
3790	濛	蒙	mœŋ21	moeng4	細雨貌		1
3791	矇	蒙	mœŋ21	moeng4	目不明		1
3792	蒙	蒙	mœŋ53	moeng1	遮蓋	(白)	1
3793	蒙	蒙	mœŋ21	moeng4	蒙蔽		1
3794	蒜	蒜	ɬun55	slun3			1
3795	蒲	蒲	pu21	bu4	蒲瓜，蒲公英		1
3796	蒸	蒸	tʃeŋ53	zing1			1
3797	蓄	蓄	tʃʰœk3	coek2			1
3798	蓉	蓉	jœŋ21	joeng4			1
3799	藍	蓝	lam21	laam4			1
3800	蓬	蓬	pœŋ21	boeng4			1
3801	蔑	蔑	mit24	mit5			1
3802	衊	蔑	mit24	mit5			1
3803	蔓	蔓	man22	maan6			1
3804	蔗	蔗	tʃi55	zi3		(白)	1
3805	蔗	蔗	tʃe55	ze3			1
3806	蔚	蔚	wɐi55	wai3	蔚縣，地名		1
3807	蔡	蔡	tʃʰai55	caai3			1
3808	蔬	蔬	ʃu53	su1			1
3809	藹	蔼	∅ai33	aai2			1
3810	蔽	蔽	pɐi24	bai5	遮	(語)	1
3811	蔽	蔽	pe22	be6	～篷，披身雨篷	(語)	1
3812	蔽	蔽	pi22	bi6			1
3813	蕉	蕉	tʃiu53	ziu1			1
3814	蕊	蕊	ȵui24	njui5			1
3815	蘂	蕊	ȵui24	njui5	同蕊字		1
3816	藴	蕴	wɐn55	wan3			1
3817	蘊	蕴	wɐn55	wan3			1
3818	蕾	蕾	lui24	lui5			1
3819	薄	薄	pok2	buk6	厚薄		1
3820	薄	薄	po22	bo6	薄荷，又作蔢𦽅		1
3821	薇	薇	mi21	mi4			1
3822	薛	薛	ɬit3	slit2		(又)	1
3823	薛	薛	ɬyt3	slyut2			1
3824	薪	薪	ɬɐn53	slan1			1
3825	薯	薯	ʃy21	syu4			1
3826	藉	藉	tʃi55	zi3	藉口	(又)	1
3827	藉	藉	tʃe55	ze3	藉口		1
3828	藉	藉	tʃek2	zik6	狼藉		1
3829	藏	藏	tʃaŋ22	zaang6	寶藏		1
3830	藏	藏	tʃaŋ21	zaang4	隱藏		1
3831	藐	藐	miu24	miu5			1
3832	藕	藕	ŋɐu24	ngau5			1
3833	藤	藤	tɐŋ21	dang4			1
3834	藻	藻	tʃau33	zaau2			1
3835	蘑	蘑	mo21	mo4			1
3836	虎	虎	hu33	hu2			1
3837	虜	虏	lu24	lu5			1
3838	虐	虐	nɐk24	nak5		(又)	1
3839	虐	虐	ȵɐk24	njak5			1
3840	慮	虑	ly22	lyu6			1
3841	虛	虚	hy53	hyu1			1
3842	虫	虫	tʃœŋ21	zoeng4	同蟲字		1
3843	虫	虫	wɐi33	wai2	虺的本字		1
3844	蟲	虫	tʃœŋ21	zoeng4			1
3845	虹	虹	kaŋ55	gaang3	雙虹，兩道彩虹	(白)	1
3846	虹	虹	hœŋ21	hoeng4	彩虹		1
3847	雖	虽	ɬui53	slui1			1
3848	蝦	虾	ha53	haa1	蝦米		1
3849	蝦	虾	ha21	haa4	蝦蟆，又作蛤蟆		1
3850	蝕	蚀	ʃit2	sit6	蝕本	(又)	1
3851	蝕	蚀	ʃek2	sik6	腐蝕		1
3852	蝕	蚀	ʃyt2	syut6	蝕本，又作折字		1
3853	蟻	蚁	ŋɐi24	ngai5		(又)	1
3854	蟻	蚁	ȵi24	nji5			1
3855	螞	蚂	ma24	maa5	～蟻；～螂䗧，螳螂		1
3856	螞	蚂	ma53	maa1	～螂，蜻蜓；～𧊅，青蛙，本字蟆蟈		1
3857	螞	蚂	ma22	maa6	～蚱		1
3858	蚊	蚊	fɐn21	fan4		(老派)	1
3859	蚊	蚊	mɐn21	man4			1
3860	蚌	蚌	paŋ24	baang5			1
3861	蚓	蚓	jɐn24	jan5			1
3862	蚕	蚕	tʃan21	zaan4			1
3863	蠶	蚕	tʃan21	zaan4			1
3864	蚣	蚣	kœŋ53	goeng1			1
3865	蚤	蚤	tʃau33	zaau2			1
3866	蚪	蚪	tɐu33	dau2			1
3867	蚯	蚯	jɐu53	jau1			1
3868	蛀	蛀	tʃy55	zyu3			1
3869	蛇	蛇	ʃe21	se4	毒蛇		1
3870	蛇	蛇	ji21	ji4	虛與委蛇		1
3871	蛋	蛋	tan22	daan6			1
3872	蛙	蛙	wa53	waa1			1
3873	蛛	蛛	tʃy53	zyu1			1
3874	蛤	蛤	kap3	gaap2	田雞		1
3875	蛤	蛤	ha21	haa4	蛤蟆，又作蝦蟆		1
3876	蠻	蛮	man21	maan4			1
3877	蛾	蛾	ŋo21	ngo4			1
3878	蜀	蜀	tʃœk3	zoek2		(又)	1
3879	蜀	蜀	ʃœk2	soek6			1
3880	蜂	蜂	fœŋ53	foeng1			1
3881	蜈	蜈	ŋu21	ngu4		(老派)	1
3882	蜈	蜈	ŋ̍21	ng4			1
3883	蜒	蜒	jin21	jin4		(又)	1
3884	蜒	蜒	jyn21	jyun4			1
3885	蜓	蜓	teŋ21	ding4			1
3886	蛻	蜕	tʰui55	tui3			1
3887	蜕	蜕	tʰui55	tui3			1
3888	蝸	蜗	wo53	wo1			1
3889	蜘	蜘	tʃi53	zi1			1
3890	蜜	蜜	mɐt24	mat5			1
3891	蜡	蜡	lap24	laap5	同蠟字		1
3892	蜡	蜡	tʃa55	zaa3	年終祭名		1
3893	蠟	蜡	lap24	laap5			1
3894	蜻	蜻	tʃʰeŋ53	cing1			1
3895	蠅	蝇	∅eŋ53	ing1			1
3896	蟬	蝉	ʃim21	sim4			1
3897	蝌	蝌	hu53	hu1		(文)	1
3898	蝌	蝌	kʰo53	ko1		(白)	1
3899	蝎	蝎	hit3	hit2		(又)	1
3900	蝎	蝎	kʰit3	kit2		(又)	1
3901	蝎	蝎	hyt3	hyut2		(文)	1
3902	蝎	蝎	kʰyt3	kyut2	同蠍字	(白)	1
3903	蝎	蝎	hat3	haat2	木中蠹蟲		1
3904	蠍	蝎	hit3	hit2		(又)	1
3905	蠍	蝎	kʰit3	kit2		(又)	1
3906	蠍	蝎	hyt3	hyut2		(文)	1
3907	蠍	蝎	kʰyt3	kyut2		(白)	1
3908	蝗	蝗	hoŋ21	hung4			1
3909	蝙	蝙	pin53	bin1			1
3910	蝠	蝠	fœk3	foek2			1
3911	蝴	蝴	hu21	hu4			1
3912	蝶	蝶	tip2	dip6			1
3913	螃	螃	paŋ21	baang4			1
3914	融	融	jœŋ21	joeng4			1
3915	螺	螺	lu21	lu4		(又)	1
3916	螺	螺	lo21	lo4			1
3917	蟀	蟀	tʃɐt3	zat2	～～，蟋蟀，又作蜶字	(語)	1
3918	蟀	蟀	ɬɐt3	slat2			1
3919	蟆	蟆	ma53	maa1	蟆蟈，青蛙	(語)	1
3920	蟆	蟆	ma21	maa4	蛤蟆，又作蝦蟆		1
3921	蟋	蟋	ɬɐt3	slat2	～蟀[tʃɐt3]，又作蟋蜶	(又)	1
3922	蟋	蟋	tʃek3	zik2	～蟀[tʃɐt3]，訓讀織蟀	(訓)	1
3923	蟋	蟋	ɬek3	slik2			1
3924	蟹	蟹	hai24	haai5			1
3925	蠕	蠕	jy21	jyu4			1
3926	蠢	蠢	tʃʰɐn33	can2			1
3927	血	血	hyt3	hyut2			1
3928	衅	衅	hɐn55	han3			1
3929	釁	衅	hɐn55	han3			1
3930	行	行	hiɐŋ21	hiang4	行路；行爲		1
3931	行	行	haŋ21	haang4	銀行		1
3932	行	行	hiɐŋ22	hiang6	品行		1
3933	衍	衍	jin24	jin5			1
3934	銜	衔	ham21	haam4			1
3935	街	街	kai53	gaai1			1
3936	衙	衙	ȵa21	njaa4			1
3937	衡	衡	hɐŋ21	hang4			1
3938	衣	衣	ji53	ji1			1
3939	補	补	pu33	bu2			1
